Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	commissural neuron axon guidance (GO:0071679)	2/8	1.580491e-02	3.019574e-01	0	0	1.304819e+01	5.411652e+01	NRP1;NFIB
GO_Biological_Process_2021	DNA damage induced protein phosphorylation (GO:0006975)	2/8	1.580491e-02	3.019574e-01	0	0	1.304819e+01	5.411652e+01	CRY1;MAPK3
GO_Biological_Process_2021	response to hepatocyte growth factor (GO:0035728)	2/8	1.580491e-02	3.019574e-01	0	0	1.304819e+01	5.411652e+01	NRP1;LGMN
GO_Biological_Process_2021	single strand break repair (GO:0000012)	2/8	1.580491e-02	3.019574e-01	0	0	1.304819e+01	5.411652e+01	APLF;SIRT1
GO_Biological_Process_2021	stress-induced premature senescence (GO:0090400)	2/8	1.580491e-02	3.019574e-01	0	0	1.304819e+01	5.411652e+01	MAPKAPK5;SIRT1
GO_Biological_Process_2021	vascular associated smooth muscle contraction (GO:0014829)	2/8	1.580491e-02	3.019574e-01	0	0	1.304819e+01	5.411652e+01	EDNRA;EDNRB
GO_Biological_Process_2021	wound healing, spreading of epidermal cells (GO:0035313)	2/8	1.580491e-02	3.019574e-01	0	0	1.304819e+01	5.411652e+01	COL5A1;ARHGAP24
GO_Biological_Process_2021	peptidyl-lysine deacetylation (GO:0034983)	2/8	1.580491e-02	3.019574e-01	0	0	1.304819e+01	5.411652e+01	HDAC9;SIRT1
GO_Biological_Process_2021	positive regulation of myeloid cell apoptotic process (GO:0033034)	2/8	1.580491e-02	3.019574e-01	0	0	1.304819e+01	5.411652e+01	ANXA1;SIRT1
GO_Biological_Process_2021	protein acylation (GO:0043543)	4/39	1.590578e-02	3.019574e-01	0	0	4.485023e+00	1.857281e+01	KAT2B;GTF2B;ZDHHC13;FOXO1
GO_Biological_Process_2021	nucleotide-excision repair (GO:0006289)	7/105	1.631923e-02	3.073669e-01	0	0	2.811069e+00	1.156871e+01	POLB;BRIP1;POLR2B;RPA1;RPS27A;GTF2H3;SIRT1
GO_Biological_Process_2021	positive regulation of signal transduction by p53 class mediator (GO:1901798)	3/22	1.679971e-02	3.139447e-01	0	0	6.189029e+00	2.529081e+01	RPS15;RPS7;RPL23
GO_Biological_Process_2021	regulation of neural precursor cell proliferation (GO:2000177)	3/23	1.896829e-02	3.463523e-01	0	0	5.879276e+00	2.331125e+01	DISP3;ID2;TAFA1
GO_Biological_Process_2021	regulation of telomere capping (GO:1904353)	3/23	1.896829e-02	3.463523e-01	0	0	5.879276e+00	2.331125e+01	NEK7;MAPKAPK5;MAPK3
GO_Biological_Process_2021	protein deacylation (GO:0035601)	3/23	1.896829e-02	3.463523e-01	0	0	5.879276e+00	2.331125e+01	HDAC3;PPT1;SIRT1
GO_Biological_Process_2021	negative regulation of pathway-restricted SMAD protein phosphorylation (GO:0060394)	2/9	1.998750e-02	3.594744e-01	0	0	1.118359e+01	4.375746e+01	PMEPA1;LDLRAD4
GO_Biological_Process_2021	positive regulation of mitochondrial calcium ion concentration (GO:0051561)	2/9	1.998750e-02	3.594744e-01	0	0	1.118359e+01	4.375746e+01	BCAP31;FIS1
GO_Biological_Process_2021	actin cytoskeleton reorganization (GO:0031532)	5/63	2.052271e-02	3.663456e-01	0	0	3.385928e+00	1.315847e+01	NRP1;ANXA1;GSN;MINK1;RHOA
GO_Biological_Process_2021	ribonucleoprotein complex assembly (GO:0022618)	8/136	2.110253e-02	3.689280e-01	0	0	2.460874e+00	9.494943e+00	RPS15;RPL5;RPS14;RPL10;GEMIN5;STRAP;DHX29;SRSF10
GO_Biological_Process_2021	heterochromatin assembly (GO:0031507)	3/24	2.128431e-02	3.689280e-01	0	0	5.599023e+00	2.155504e+01	SMCHD1;NRDE2;SIRT1
GO_Biological_Process_2021	wound healing, spreading of cells (GO:0044319)	3/24	2.128431e-02	3.689280e-01	0	0	5.599023e+00	2.155504e+01	COL5A1;ARHGAP24;RHOA
GO_Biological_Process_2021	nucleotide-excision repair, DNA gap filling (GO:0006297)	3/24	2.128431e-02	3.689280e-01	0	0	5.599023e+00	2.155504e+01	POLB;RPA1;RPS27A
GO_Biological_Process_2021	transforming growth factor beta receptor signaling pathway (GO:0007179)	6/89	2.411833e-02	4.082295e-01	0	0	2.841374e+00	1.058350e+01	SMAD3;SMURF1;USP9Y;RPS27A;SIRT1;RHOA
GO_Biological_Process_2021	cellular response to transforming growth factor beta stimulus (GO:0071560)	7/114	2.443388e-02	4.082295e-01	0	0	2.573430e+00	9.552017e+00	SMAD3;SMURF1;USP9Y;PDE3A;RPS27A;SIRT1;RHOA
GO_Biological_Process_2021	positive regulation of cell cycle (GO:0045787)	5/66	2.457069e-02	4.082295e-01	0	0	3.218910e+00	1.192993e+01	PSRC1;RPS15A;USP2;MEIS2;LGMN
GO_Biological_Process_2021	cellular biogenic amine catabolic process (GO:0042402)	2/10	2.457569e-02	4.082295e-01	0	0	9.785141e+00	3.626371e+01	HNMT;ALDH7A1
GO_Biological_Process_2021	histone H4 deacetylation (GO:0070933)	2/10	2.457569e-02	4.082295e-01	0	0	9.785141e+00	3.626371e+01	HDAC3;HDAC9
GO_Biological_Process_2021	peptidyl-lysine acetylation (GO:0018394)	2/10	2.457569e-02	4.082295e-01	0	0	9.785141e+00	3.626371e+01	KAT2B;SIRT1
GO_Biological_Process_2021	DNA geometric change (GO:0032392)	3/26	2.635932e-02	4.339393e-01	0	0	5.111626e+00	1.858553e+01	ANXA1;MCM9;DNA2
GO_Biological_Process_2021	Ras protein signal transduction (GO:0007265)	8/142	2.648626e-02	4.339393e-01	0	0	2.349958e+00	8.532999e+00	GNA13;TIAM1;KSR1;CDC42EP3;MAPKAPK5;PARK7;RERG;RHOA
GO_Biological_Process_2021	positive regulation of nucleocytoplasmic transport (GO:0046824)	4/46	2.755543e-02	4.389792e-01	0	0	3.736175e+00	1.341868e+01	HDAC3;SMAD3;NRDE2;RAN
GO_Biological_Process_2021	positive regulation of cell projection organization (GO:0031346)	7/117	2.766233e-02	4.389792e-01	0	0	2.502858e+00	8.979464e+00	TIAM1;RETREG3;CUX2;CUX1;DPYSL3;EPHA3;RHOA
GO_Biological_Process_2021	positive regulation of cellular component biogenesis (GO:0044089)	6/92	2.782949e-02	4.389792e-01	0	0	2.741832e+00	9.820308e+00	CHGA;SDCBP;SMAD3;SYNPO2;NRG1;PARK7
GO_Biological_Process_2021	cellular senescence (GO:0090398)	3/27	2.911785e-02	4.389792e-01	0	0	4.898390e+00	1.732269e+01	ID2;MAPKAPK5;SIRT1
GO_Biological_Process_2021	positive regulation of mitotic cell cycle (GO:0045931)	3/27	2.911785e-02	4.389792e-01	0	0	4.898390e+00	1.732269e+01	USP2;MEIS2;LGMN
GO_Biological_Process_2021	protein export from nucleus (GO:0006611)	3/27	2.911785e-02	4.389792e-01	0	0	4.898390e+00	1.732269e+01	SMURF1;RANBP17;RAN
GO_Biological_Process_2021	histone deacetylation (GO:0016575)	4/47	2.954322e-02	4.389792e-01	0	0	3.649100e+00	1.285177e+01	PER1;HDAC3;HDAC9;SIRT1
GO_Biological_Process_2021	regulation of amyloid precursor protein biosynthetic process (GO:0042984)	2/11	2.954668e-02	4.389792e-01	0	0	8.697456e+00	3.063056e+01	BACE2;SOAT1
GO_Biological_Process_2021	regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway (GO:2001267)	2/11	2.954668e-02	4.389792e-01	0	0	8.697456e+00	3.063056e+01	GSN;PARK7
GO_Biological_Process_2021	cellular response to increased oxygen levels (GO:0036295)	2/11	2.954668e-02	4.389792e-01	0	0	8.697456e+00	3.063056e+01	ATP6AP1;FOXO1
GO_Biological_Process_2021	glucocorticoid metabolic process (GO:0008211)	2/11	2.954668e-02	4.389792e-01	0	0	8.697456e+00	3.063056e+01	HSD11B2;YWHAH
GO_Biological_Process_2021	glycerol metabolic process (GO:0006071)	2/11	2.954668e-02	4.389792e-01	0	0	8.697456e+00	3.063056e+01	GK5;GK
GO_Biological_Process_2021	vasoconstriction (GO:0042310)	2/11	2.954668e-02	4.389792e-01	0	0	8.697456e+00	3.063056e+01	EDNRA;EDNRB
GO_Biological_Process_2021	positive regulation of actin nucleation (GO:0051127)	2/11	2.954668e-02	4.389792e-01	0	0	8.697456e+00	3.063056e+01	GSN;WASF2
GO_Biological_Process_2021	positive regulation of leukocyte apoptotic process (GO:2000108)	2/11	2.954668e-02	4.389792e-01	0	0	8.697456e+00	3.063056e+01	ANXA1;SIRT1
GO_Biological_Process_2021	negative regulation of mitotic cell cycle (GO:0045930)	4/48	3.161376e-02	4.584696e-01	0	0	3.565982e+00	1.231748e+01	BTG1;SMAD3;BRINP3;PTPN3
GO_Biological_Process_2021	regulation of small molecule metabolic process (GO:0062012)	3/28	3.202293e-02	4.584696e-01	0	0	4.702213e+00	1.618174e+01	SIRT1;PDK1;TTC39B
GO_Biological_Process_2021	regulation of sodium ion transmembrane transport (GO:1902305)	3/28	3.202293e-02	4.584696e-01	0	0	4.702213e+00	1.618174e+01	UTRN;YWHAH;PTPN3
GO_Biological_Process_2021	macromolecule catabolic process (GO:0009057)	3/28	3.202293e-02	4.584696e-01	0	0	4.702213e+00	1.618174e+01	SMURF1;PPT1;LGMN
GO_Biological_Process_2021	negative regulation of axonogenesis (GO:0050771)	3/28	3.202293e-02	4.584696e-01	0	0	4.702213e+00	1.618174e+01	DCC;MCF2;RHOA
GO_Biological_Process_2021	positive regulation of protein import into nucleus (GO:0042307)	3/28	3.202293e-02	4.584696e-01	0	0	4.702213e+00	1.618174e+01	HDAC3;SMAD3;RAN
GO_Biological_Process_2021	regulation of TOR signaling (GO:0032006)	5/71	3.239187e-02	4.584696e-01	0	0	2.974288e+00	1.020136e+01	DEPTOR;HDAC3;MIOS;MAPKAPK5;SIRT1
GO_Biological_Process_2021	nucleic acid metabolic process (GO:0090304)	5/71	3.239187e-02	4.584696e-01	0	0	2.974288e+00	1.020136e+01	POLR2B;TOPBP1;DNA2;RBMX;RAN
GO_Biological_Process_2021	regulation of cellular protein metabolic process (GO:0032268)	4/49	3.376742e-02	4.609677e-01	0	0	3.486559e+00	1.181336e+01	EDNRB;RPL10;GEMIN5;MAPKAPK5
GO_Biological_Process_2021	negative regulation of cell projection organization (GO:0031345)	4/49	3.376742e-02	4.609677e-01	0	0	3.486559e+00	1.181336e+01	PRAG1;DCC;DPYSL3;YWHAH
GO_Biological_Process_2021	axonal fasciculation (GO:0007413)	2/12	3.487854e-02	4.609677e-01	0	0	7.827309e+00	2.626754e+01	CNTN4;EPHA3
GO_Biological_Process_2021	energy coupled proton transport, down electrochemical gradient (GO:0015985)	2/12	3.487854e-02	4.609677e-01	0	0	7.827309e+00	2.626754e+01	VPS9D1;ATP5MG
GO_Biological_Process_2021	ethanol oxidation (GO:0006069)	2/12	3.487854e-02	4.609677e-01	0	0	7.827309e+00	2.626754e+01	ACSS2;ALDH1A1
GO_Biological_Process_2021	mitochondrion distribution (GO:0048311)	2/12	3.487854e-02	4.609677e-01	0	0	7.827309e+00	2.626754e+01	ARMC1;TRAK2
GO_Biological_Process_2021	negative regulation of histone acetylation (GO:0035067)	2/12	3.487854e-02	4.609677e-01	0	0	7.827309e+00	2.626754e+01	ZNF451;SIRT1
GO_Biological_Process_2021	nuclear body organization (GO:0030575)	2/12	3.487854e-02	4.609677e-01	0	0	7.827309e+00	2.626754e+01	AFF2;HIPK2
GO_Biological_Process_2021	positive regulation of fatty acid oxidation (GO:0046321)	2/12	3.487854e-02	4.609677e-01	0	0	7.827309e+00	2.626754e+01	ABCD2;PPARGC1A
GO_Biological_Process_2021	brain development (GO:0007420)	8/150	3.505607e-02	4.609677e-01	0	0	2.216649e+00	7.427564e+00	EPHA7;MEIS1;CDH2;NFIB;PPT1;CNTN4;MEIS2;AFF2
GO_Biological_Process_2021	aggrephagy (GO:0035973)	3/29	3.507363e-02	4.609677e-01	0	0	4.521127e+00	1.514716e+01	ACBD5;PARK7;RPS27A
GO_Biological_Process_2021	regulation of gluconeogenesis (GO:0006111)	3/29	3.507363e-02	4.609677e-01	0	0	4.521127e+00	1.514716e+01	CRY1;PPARGC1A;SIRT1
GO_Biological_Process_2021	nucleotide-excision repair, preincision complex assembly (GO:0006294)	3/29	3.507363e-02	4.609677e-01	0	0	4.521127e+00	1.514716e+01	RPA1;RPS27A;GTF2H3
GO_Biological_Process_2021	regulation of protein localization to membrane (GO:1905475)	3/30	3.826876e-02	4.902351e-01	0	0	4.353454e+00	1.420585e+01	GSN;GPC5;GPC6
GO_Biological_Process_2021	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000462)	3/30	3.826876e-02	4.902351e-01	0	0	4.353454e+00	1.420585e+01	RPS14;RPS16;RPS21
GO_Biological_Process_2021	plasma membrane invagination (GO:0099024)	3/30	3.826876e-02	4.902351e-01	0	0	4.353454e+00	1.420585e+01	GSN;RHOA;GULP1
GO_Biological_Process_2021	positive regulation of protein import (GO:1904591)	3/30	3.826876e-02	4.902351e-01	0	0	4.353454e+00	1.420585e+01	HDAC3;SMAD3;RAN
GO_Biological_Process_2021	regulation of axonogenesis (GO:0050770)	4/51	3.832523e-02	4.902351e-01	0	0	3.337852e+00	1.088689e+01	TIAM1;CDH2;MCF2;RHOA
GO_Biological_Process_2021	negative regulation of growth (GO:0045926)	7/126	3.904871e-02	4.920476e-01	0	0	2.312493e+00	7.499287e+00	SMAD3;BTG1;PSRC1;CCDC85B;PPT1;SIRT1;RERG
GO_Biological_Process_2021	purine ribonucleoside triphosphate metabolic process (GO:0009205)	2/13	4.055020e-02	4.920476e-01	0	0	7.115371e+00	2.280629e+01	AK3;RAN
GO_Biological_Process_2021	regulation of retrograde protein transport, ER to cytosol (GO:1904152)	2/13	4.055020e-02	4.920476e-01	0	0	7.115371e+00	2.280629e+01	BCAP31;EDEM1
GO_Biological_Process_2021	relaxation of cardiac muscle (GO:0055119)	2/13	4.055020e-02	4.920476e-01	0	0	7.115371e+00	2.280629e+01	CHGA;GSN
GO_Biological_Process_2021	ribosomal subunit export from nucleus (GO:0000054)	2/13	4.055020e-02	4.920476e-01	0	0	7.115371e+00	2.280629e+01	RPS15;RAN
GO_Biological_Process_2021	lipid oxidation (GO:0034440)	2/13	4.055020e-02	4.920476e-01	0	0	7.115371e+00	2.280629e+01	ADIPOR2;PPARGC1A
GO_Biological_Process_2021	negative regulation of reactive oxygen species biosynthetic process (GO:1903427)	2/13	4.055020e-02	4.920476e-01	0	0	7.115371e+00	2.280629e+01	ABCD2;PARK7
GO_Biological_Process_2021	positive regulation of protein acetylation (GO:1901985)	2/13	4.055020e-02	4.920476e-01	0	0	7.115371e+00	2.280629e+01	FAM161A;DIP2A
GO_Biological_Process_2021	positive regulation of protein exit from endoplasmic reticulum (GO:0070863)	2/13	4.055020e-02	4.920476e-01	0	0	7.115371e+00	2.280629e+01	BCAP31;EDEM1
GO_Biological_Process_2021	regulation of exocytosis (GO:0017157)	4/52	4.072969e-02	4.920476e-01	0	0	3.268145e+00	1.046067e+01	CADPS2;ANXA1;ATP6AP1;RAB5A
GO_Biological_Process_2021	cilium movement (GO:0003341)	4/52	4.072969e-02	4.920476e-01	0	0	3.268145e+00	1.046067e+01	ADCY10;ZBBX;DNAAF5;DNAI1
GO_Biological_Process_2021	cell morphogenesis involved in neuron differentiation (GO:0048667)	5/76	4.160823e-02	4.976345e-01	0	0	2.764120e+00	8.788402e+00	SLITRK2;DCC;MINK1;CCK;CNTN4
GO_Biological_Process_2021	regulation of epithelial to mesenchymal transition (GO:0010717)	5/76	4.160823e-02	4.976345e-01	0	0	2.764120e+00	8.788402e+00	TIAM1;SDCBP;SMAD3;LDLRAD4;EPHA3
GO_Biological_Process_2021	protein O-linked glycosylation (GO:0006493)	6/102	4.284563e-02	5.037422e-01	0	0	2.454960e+00	7.733495e+00	GALNT13;TET3;B3GLCT;TMTC2;PLOD2;GXYLT2
GO_Biological_Process_2021	cardiac muscle tissue development (GO:0048738)	4/53	4.321791e-02	5.037422e-01	0	0	3.201284e+00	1.005683e+01	SGCD;NRG1;SGCG;CACNA1G
GO_Biological_Process_2021	DNA-dependent DNA replication (GO:0006261)	7/129	4.343650e-02	5.037422e-01	0	0	2.255279e+00	7.073581e+00	POLB;MCMDC2;PSMB1;RPA1;DNA2;TOPBP1;RPS27A
GO_Biological_Process_2021	axonemal dynein complex assembly (GO:0070286)	3/32	4.508647e-02	5.037422e-01	0	0	4.052800e+00	1.256033e+01	DNAAF5;DNAI1;DNAL1
GO_Biological_Process_2021	regulation of cell migration involved in sprouting angiogenesis (GO:0090049)	3/32	4.508647e-02	5.037422e-01	0	0	4.052800e+00	1.256033e+01	ANXA1;HDAC9;RHOA
GO_Biological_Process_2021	regulation of cellular amide metabolic process (GO:0034248)	3/32	4.508647e-02	5.037422e-01	0	0	4.052800e+00	1.256033e+01	RPL10;GEMIN5;MAPKAPK5
GO_Biological_Process_2021	regulation of cellular biosynthetic process (GO:0031326)	3/32	4.508647e-02	5.037422e-01	0	0	4.052800e+00	1.256033e+01	PRKAB2;ADIPOR2;SIRT1
GO_Biological_Process_2021	long-chain fatty acid transport (GO:0015909)	3/32	4.508647e-02	5.037422e-01	0	0	4.052800e+00	1.256033e+01	ABCD2;PRKAB2;ABCD3
GO_Biological_Process_2021	membrane depolarization (GO:0051899)	3/32	4.508647e-02	5.037422e-01	0	0	4.052800e+00	1.256033e+01	CACNB4;CACNA1G;YWHAH
GO_Biological_Process_2021	negative regulation of intracellular steroid hormone receptor signaling pathway (GO:0033144)	3/32	4.508647e-02	5.037422e-01	0	0	4.052800e+00	1.256033e+01	PER1;CRY1;SIRT1
GO_Biological_Process_2021	positive regulation of telomere maintenance (GO:0032206)	3/32	4.508647e-02	5.037422e-01	0	0	4.052800e+00	1.256033e+01	NEK7;MAPKAPK5;MAPK3
GO_Biological_Process_2021	regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator (GO:1902165)	2/14	4.654140e-02	5.037422e-01	0	0	6.522088e+00	2.000594e+01	RPL26;SIRT1
GO_Biological_Process_2021	covalent chromatin modification (GO:0016569)	2/14	4.654140e-02	5.037422e-01	0	0	6.522088e+00	2.000594e+01	PARK7;SIRT1
GO_Biological_Process_2021	heart process (GO:0003015)	2/14	4.654140e-02	5.037422e-01	0	0	6.522088e+00	2.000594e+01	SGCD;SGCG
GO_Biological_Process_2021	heterochromatin organization (GO:0070828)	2/14	4.654140e-02	5.037422e-01	0	0	6.522088e+00	2.000594e+01	SMCHD1;SIRT1
GO_Biological_Process_2021	substrate-dependent cell migration (GO:0006929)	2/14	4.654140e-02	5.037422e-01	0	0	6.522088e+00	2.000594e+01	NRP1;SDCBP
GO_Biological_Process_2021	synaptic membrane adhesion (GO:0099560)	2/14	4.654140e-02	5.037422e-01	0	0	6.522088e+00	2.000594e+01	SLITRK2;GPC6
GO_Biological_Process_2021	negative regulation of mRNA splicing, via spliceosome (GO:0048025)	2/14	4.654140e-02	5.037422e-01	0	0	6.522088e+00	2.000594e+01	RBMX;SRSF10
GO_Biological_Process_2021	neuron fate commitment (GO:0048663)	2/14	4.654140e-02	5.037422e-01	0	0	6.522088e+00	2.000594e+01	ID2;POU3F2
GO_Biological_Process_2021	positive regulation of glucose metabolic process (GO:0010907)	2/14	4.654140e-02	5.037422e-01	0	0	6.522088e+00	2.000594e+01	SIRT1;PPARGC1A
GO_Biological_Process_2021	positive regulation of long-term synaptic potentiation (GO:1900273)	2/14	4.654140e-02	5.037422e-01	0	0	6.522088e+00	2.000594e+01	SHISA7;LGMN
GO_Biological_Process_2021	regulation of JNK cascade (GO:0046328)	6/105	4.817694e-02	5.105740e-01	0	0	2.380199e+00	7.218845e+00	SDCBP;PER1;SH3RF2;HDAC3;MINK1;HIPK2
GO_Biological_Process_2021	negative regulation of protein modification by small protein conjugation or removal (GO:1903321)	4/55	4.844534e-02	5.105740e-01	0	0	3.075427e+00	9.310299e+00	RPL5;SH3RF2;CRY1;PARK7
GO_Biological_Process_2021	regulation of histone acetylation (GO:0035065)	3/33	4.870563e-02	5.105740e-01	0	0	3.917505e+00	1.183855e+01	PARK7;PPARGC1A;MAPK3
GO_Biological_Process_2021	RNA stabilization (GO:0043489)	3/33	4.870563e-02	5.105740e-01	0	0	3.917505e+00	1.183855e+01	PHAX;TENT2;PAIP1
GO_Biological_Process_2021	negative chemotaxis (GO:0050919)	3/33	4.870563e-02	5.105740e-01	0	0	3.917505e+00	1.183855e+01	EPHA7;SEMA6D;RHOA
GO_Biological_Process_2021	negative regulation of JNK cascade (GO:0046329)	3/33	4.870563e-02	5.105740e-01	0	0	3.917505e+00	1.183855e+01	PER1;SH3RF2;HDAC3
GO_Biological_Process_2021	positive regulation of telomere maintenance via telomerase (GO:0032212)	3/33	4.870563e-02	5.105740e-01	0	0	3.917505e+00	1.183855e+01	NEK7;MAPKAPK5;MAPK3
GO_Biological_Process_2021	positive regulation of apoptotic process (GO:0043065)	13/310	4.888020e-02	5.105740e-01	0	0	1.725945e+00	5.209564e+00	EPHA7;MTCH2;BTG1;MCF2;RASGRF2;ANO6;SIRT1;FOXO1;GNA13;TIAM1;FAM162A;RPS27A;PPID
GO_Biological_Process_2021	transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0007178)	7/133	4.976441e-02	5.175499e-01	0	0	2.183232e+00	6.550690e+00	SMAD3;SMURF1;USP9Y;RPS27A;SIRT1;RHOA;MAPK3
GO_Biological_Process_2021	protein localization to nucleus (GO:0034504)	6/106	5.004094e-02	5.181728e-01	0	0	2.356275e+00	7.056841e+00	NUP107;RANBP17;TOR1AIP2;HEATR3;HIKESHI;RAN
GO_Biological_Process_2021	sensory organ development (GO:0007423)	4/56	5.118420e-02	5.200651e-01	0	0	3.016129e+00	8.964914e+00	SMCHD1;MEIS1;MEIS2;HIPK2
GO_Biological_Process_2021	regulation of glucose metabolic process (GO:0010906)	3/34	5.246238e-02	5.200651e-01	0	0	3.790939e+00	1.117440e+01	RUBCNL;SIRT1;PDK1
GO_Biological_Process_2021	tRNA export from nucleus (GO:0006409)	3/34	5.246238e-02	5.200651e-01	0	0	3.790939e+00	1.117440e+01	NUP107;NUP210;RAN
GO_Biological_Process_2021	tRNA-containing ribonucleoprotein complex export from nucleus (GO:0071431)	3/34	5.246238e-02	5.200651e-01	0	0	3.790939e+00	1.117440e+01	NUP107;NUP210;RAN
GO_Biological_Process_2021	positive regulation of telomerase activity (GO:0051973)	3/34	5.246238e-02	5.200651e-01	0	0	3.790939e+00	1.117440e+01	NEK7;MAPKAPK5;MAPK3
GO_Biological_Process_2021	ganglioside biosynthetic process (GO:0001574)	2/15	5.283270e-02	5.200651e-01	0	0	6.020080e+00	1.770280e+01	ST8SIA3;ST8SIA4
GO_Biological_Process_2021	GTP metabolic process (GO:0046039)	2/15	5.283270e-02	5.200651e-01	0	0	6.020080e+00	1.770280e+01	AK3;RAN
GO_Biological_Process_2021	response to muscle stretch (GO:0035994)	2/15	5.283270e-02	5.200651e-01	0	0	6.020080e+00	1.770280e+01	GSN;CDH2
GO_Biological_Process_2021	synaptonemal complex assembly (GO:0007130)	2/15	5.283270e-02	5.200651e-01	0	0	6.020080e+00	1.770280e+01	SYCE1;STAG3
GO_Biological_Process_2021	synaptonemal complex organization (GO:0070193)	2/15	5.283270e-02	5.200651e-01	0	0	6.020080e+00	1.770280e+01	SYCE1;STAG3
GO_Biological_Process_2021	membrane raft organization (GO:0031579)	2/15	5.283270e-02	5.200651e-01	0	0	6.020080e+00	1.770280e+01	RFTN1;PPT1
GO_Biological_Process_2021	negative regulation of mRNA processing (GO:0050686)	2/15	5.283270e-02	5.200651e-01	0	0	6.020080e+00	1.770280e+01	RBMX;SRSF10
GO_Biological_Process_2021	DNA replication (GO:0006260)	6/108	5.390016e-02	5.272760e-01	0	0	2.309836e+00	6.746156e+00	POLB;BRIP1;MCM9;RPA1;DNA2;TOPBP1
GO_Biological_Process_2021	negative regulation of DNA recombination (GO:0045910)	4/57	5.400611e-02	5.272760e-01	0	0	2.959069e+00	8.636510e+00	SMCHD1;POLR2B;SHLD1;H1-10
GO_Biological_Process_2021	cellular response to hydrogen peroxide (GO:0070301)	3/35	5.635457e-02	5.381779e-01	0	0	3.672284e+00	1.056183e+01	ANXA1;PARK7;SIRT1
GO_Biological_Process_2021	regulation of lipid biosynthetic process (GO:0046890)	3/35	5.635457e-02	5.381779e-01	0	0	3.672284e+00	1.056183e+01	PRKAB2;CREBL2;ADIPOR2
GO_Biological_Process_2021	regulation of muscle cell differentiation (GO:0051147)	3/35	5.635457e-02	5.381779e-01	0	0	3.672284e+00	1.056183e+01	CDH2;ID2;HDAC9
GO_Biological_Process_2021	negative regulation of neurogenesis (GO:0050768)	3/35	5.635457e-02	5.381779e-01	0	0	3.672284e+00	1.056183e+01	MCF2;RHOA;YWHAH
GO_Biological_Process_2021	eye development (GO:0001654)	4/58	5.691072e-02	5.381779e-01	0	0	2.904122e+00	8.324002e+00	MEIS1;COL5A1;MEIS2;HIPK2
GO_Biological_Process_2021	muscle organ development (GO:0007517)	4/58	5.691072e-02	5.381779e-01	0	0	2.904122e+00	8.324002e+00	SGCD;SRI;UTRN;SGCG
GO_Biological_Process_2021	positive regulation of mitochondrion organization (GO:0010822)	4/58	5.691072e-02	5.381779e-01	0	0	2.904122e+00	8.324002e+00	FIS1;FAM162A;PARK7;PPARGC1A
GO_Biological_Process_2021	positive regulation of plasma membrane bounded cell projection assembly (GO:0120034)	5/83	5.692266e-02	5.381779e-01	0	0	2.515152e+00	7.208580e+00	NRP1;DPYSL3;CDC42EP3;WASF2;NDEL1
GO_Biological_Process_2021	cellular response to DNA damage stimulus (GO:0006974)	14/350	5.789514e-02	5.444358e-01	0	0	1.643004e+00	4.681119e+00	MCM9;RPA1;PARK7;GTF2H3;SIRT1;FOXO1;POLB;RAD51C;RBBP5;APLF;CRY1;TOPBP1;NRDE2;MAPK3
GO_Biological_Process_2021	response to insulin (GO:0032868)	5/84	5.934201e-02	5.444358e-01	0	0	2.483186e+00	7.013605e+00	KAT2B;CPEB1;SIRT1;HDAC9;FOXO1
GO_Biological_Process_2021	regulation of cellular carbohydrate metabolic process (GO:0010675)	2/16	5.940541e-02	5.444358e-01	0	0	5.589788e+00	1.578204e+01	SIRT1;PDK1
GO_Biological_Process_2021	DNA unwinding involved in DNA replication (GO:0006268)	2/16	5.940541e-02	5.444358e-01	0	0	5.589788e+00	1.578204e+01	MCMDC2;RPA1
GO_Biological_Process_2021	regulation of Rac protein signal transduction (GO:0035020)	2/16	5.940541e-02	5.444358e-01	0	0	5.589788e+00	1.578204e+01	KBTBD6;ARHGAP24
GO_Biological_Process_2021	glycosphingolipid biosynthetic process (GO:0006688)	2/16	5.940541e-02	5.444358e-01	0	0	5.589788e+00	1.578204e+01	ST8SIA3;ST8SIA4
